main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Prime Video,Empress Hotel,3.4,9,"['IMDb 7.5', '1 h 25 min', '2009', '18+']","['The Empress Hotel is home to a rarified clientele - ninety people with metalillness or addiction who have lived on the streets of San Francisco. Not every person can stay on meds or get clean, yet out of hopelessness and chaos, a community is formed. The tenants and those who serve them understand the depth of addiction and the difficulty in giving it up.']",12.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Documentary', 'Special Interest']","{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Irving Saraf"", ""Allie Light""], ""Producers"": [""Allie Light"", ""Irving Saraf"", ""Roberta Goodman""]}",B004VZTEX4,,,
Movies & TV,Pink Cadillac [DVD],4.6,972,[],['A comic action-adventure about a modern-day bounty hunter chasing down a bail-jumping woman fleeing her ex-con husband in his prized 1959 pink cadillac.'],None,"{'hi_res': ['https://m.media-amazon.com/images/I/81UddjD2gXL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51nBMMqON7L.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51nBMMqON7L._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Clint Eastwood  (Actor),     Bernadette Peters  (Actor),     Buddy Van Horn  (Director)    &                   0                  more   Rated:    PG-13    Format: DVD","['Movies & TV', 'Studio Specials', 'Warner Home Video', 'All Titles']","{""Genre"": ""Action & Adventure"", ""Format"": ""Anamorphic, Closed-captioned, Dolby, Color, Dubbed, DVD, Subtitled, Widescreen, NTSC"", ""Contributor"": ""Michael Champion, John Dennis Johnston, Geoffrey Lewis, Timothy Carhart, William Hickey, Clint Eastwood, Bernadette Peters, Michael Des Barres, Buddy Van Horn, Jimmie F. Skaggs, Bill Moseley, Tiffany Gail Robinson, John Eskow, Angela Louise RobinsonMichael Champion, John Dennis Johnston, Geoffrey Lewis, Timothy Carhart, William Hickey, Clint Eastwood, Bernadette Peters, Michael Des Barres, Buddy Van Horn, Jimmie F. Skaggs, Bill Moseley, Tiffany Gail Robinson, John Eskow, Angela Louise Robinson  See more"", ""Language"": ""English (Dolby Digital 5.1), Portuguese (Dolby Digital 2.0 Mono), French (Dolby Digital 2.0 Surround), Spanish (Dolby Digital 2.0 Mono)"", ""Runtime"": ""2 hours and 2 minutes"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""PG-13 (Parents Strongly Cautioned)"", ""Product Dimensions"": ""7.75 x 5.5 x 0.5 inches; 3.2 Ounces"", ""Director"": ""Buddy Van Horn"", ""Media Format"": ""Anamorphic, Closed-captioned, Dolby, Color, Dubbed, DVD, Subtitled, Widescreen, NTSC"", ""Run time"": ""2 hours and 2 minutes"", ""Release date"": ""September 2, 2003"", ""Actors"": ""Clint Eastwood, Bernadette Peters, Timothy Carhart, Tiffany Gail Robinson, Angela Louise Robinson"", ""Dubbed"": ""Portuguese, Spanish"", ""Subtitles"": ""English, Spanish, French, Portuguese, Japanese, Chinese, Thai, Georgian"", ""Studio"": ""Warner Home Video"", ""Writers"": ""John Eskow"", ""Number of discs"": ""1""}",B00009N83U,,,
Prime Video,I Know This Much Is True,4.4,376,"['IMDb 8.1', '2020', '7 episodes', 'X-Ray', 'TV-MA']","['A family saga that follows the parallel lives of identical twin brothers in an epic story of betrayal, sacrifice and forgiveness.']",22.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,['Drama'],"{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Derek Cianfrance""], ""Producers"": [""Derek Cianfrance"", ""Ben Browning"", ""Glen Basner"", ""Mark Ruffalo"", ""Gregg Fienberg"", ""Lynette Howell Taylor"", ""Wally Lamb"", ""Anya Epstein"", ""Jamie Patricof""], ""Starring"": [""Mark Ruffalo"", ""Melissa Leo"", ""Rosie O'Donnell""]}",B08B32LWPS,,Season 1,
Movies & TV,The New Method Pre & Post Natal Yoga [DVD],4.2,27,[],[],7.85,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/41VHYCN1KFL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41VHYCN1KFL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Gurmukh Kaur Khalsa  (Actor)    Rated:    Unrated    Format: DVD,"['Movies & TV', 'Boxed Sets', 'Fitness & Yoga']","{""Genre"": ""Exercise & Fitness"", ""Format"": ""Box set, Color, DVD, NTSC"", ""Contributor"": ""Gurmukh Kaur Khalsa"", ""Language"": ""English"", ""Number Of Discs"": ""2"", ""Aspect Ratio"": ""1.33:1"", ""Is Discontinued By Manufacturer"": ""No"", ""MPAA rating"": ""Unrated (Not Rated)"", ""Product Dimensions"": ""7.75 x 5.25 x 1.5 inches; 8 Ounces"", ""Item model number"": ""08977083"", ""Media Format"": ""Box set, Color, DVD, NTSC"", ""Run time"": ""1 hour and 52 minutes"", ""Release date"": ""November 5, 2002"", ""Actors"": ""Gurmukh Kaur Khalsa"", ""Studio"": ""Peter Pan"", ""Number of discs"": ""2""}",B00007FGE5,,,
Movies & TV,The Returned- Complete First Season,4.5,488,[],"['In an idyllic French Alpine village, a seemingly random collection of people find themselves in a state of confusion as they attempt to return to their homes. What they do not yet know is that they have been dead for several years, and no one is expecting them back. Buried secrets emerge as they grapple with this miraculous and sinister new reality, struggling to reintegrate with their families and past lovers. But it seems they are not the only ones back from the dead. Their arrival coincides with a series of gruesome murders that bear a chilling resemblance to the work of a serial killer from the past... a gripping, stylish mix of real and surreal, the highly cinematic THE RETURNED (LES REVENANTS) features a wide range of top French film actors and a haunting, atmospheric soundtrack by Scottish post-rock band Mogwai. THE RETURNED was also a smash hit last year on French television and the highest rated subtitled drama on any UK channel in nearly a decade.']",14.97,"{'hi_res': [None, 'https://m.media-amazon.com/images/I/81clEi3rOyL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/91DoTA3oBzL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/91dhwQdSxTL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51z7G1V8FrL.jpg', 'https://m.media-amazon.com/images/I/41Aty1S8HdL.jpg', 'https://m.media-amazon.com/images/I/41mZJB7WLaL.jpg', 'https://m.media-amazon.com/images/I/51jbPDwEeFL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51z7G1V8FrL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41Aty1S8HdL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/41mZJB7WLaL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/51jbPDwEeFL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'PT01', 'PT02', 'PT03']}","{'title': [], 'url': [], 'user_id': []}","Anne Consigny  (Actor),     Clotilde Hesme  (Actor),     Fabrice Gobert  (Director),     Frédéric Mermoud  (Director)    &                   1                  more   Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Drama']","{""Aspect Ratio"": ""1.77:1"", ""Is Discontinued By Manufacturer"": ""No"", ""Product Dimensions"": ""0.9 x 5.5 x 7.5 inches; 9.92 Ounces"", ""Item model number"": ""MBOX70DVD"", ""Director"": ""Fabrice Gobert, Fr\u00e9d\u00e9ric Mermoud"", ""Media Format"": ""Multiple Formats, Box set, Color, NTSC, Subtitled, Full Screen"", ""Run time"": ""8 hours"", ""Release date"": ""February 11, 2014"", ""Actors"": ""Anne Consigny, Clotilde Hesme, Pierre Perrier, Yara Pilartz, Fr\u00e9d\u00e9ric Pierrot"", ""Subtitles"": ""English"", ""Studio"": ""Music Box Films"", ""Number of discs"": ""4""}",B00GAZ1H1U,,,
Movies & TV,Teddy,5.0,1,[],"['From creators Steve Goltz and Kevin Sommerfield comes a new experiment in terror. A throwback to the slasher films of the 1980\'s, ""Teddy: It\'s Gonna be a Bear"" tells the story of four college students that get more than the bargained for when a hit-and-run accident turns into murder. Revenge is a dish best served hot with a hatchet in one hand and a teddy bear in the other. Will they ""bearly"" be able to survive the night?']",None,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/41B-a8IMN1L.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/41B-a8IMN1L._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Steve Goltz  (Director)    Format: DVD,"['Movies & TV', 'Disc on Demand']","{""Format"": ""NTSC"", ""Contributor"": ""Steve Goltz, Kevin Sommerfield, Steve Goltz"", ""Runtime"": ""12 minutes"", ""Aspect Ratio"": ""1.33:1"", ""Product Dimensions"": ""7.5 x 5.5 x 0.5 inches; 2.93 Ounces"", ""Item model number"": ""B0052ZO9TQ"", ""Director"": ""Steve Goltz"", ""Media Format"": ""NTSC"", ""Run time"": ""12 minutes"", ""Release date"": ""May 27, 2011"", ""Studio"": ""Slasher Studios"", ""Writers"": ""Steve Goltz, Kevin Sommerfield"", ""Number of discs"": ""1""}",B0052ZO9TQ,,,
Prime Video,Get a Job,4.2,1024,"['IMDb 5.2', '1 h 22 min', '2016', 'X-Ray', 'R']","[""HD. A pair of recent college graduates and their millennial pals struggle to find employment in today's rough job market in this comedy.""]",7.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Feel-good', 'Fun']","{""Content advisory"": [""Nudity"", ""foul language"", ""sexual content""], ""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Dylan Kidd""], ""Producers"": [""Tracy McGrath"", ""Josh Rothstein"", ""Michael Shamberg"", ""Stacey Sher""], ""Starring"": [""Miles Teller"", ""Anna Kendrick"", ""Brandon T. Jackson""]}",B01D3WMN2O,,,
Prime Video,Unlocking the Mystery of Life,4.6,375,"['IMDb 6.1', '1 h 7 min', '2003', 'NR']",['Unlocking the Mystery of Life is a compelling documentary examining the scientific case for intelligent design -- an idea with the power to revolutionize our understanding of life...and to unlock the mystery of its origin.'],9.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,['Special Interest'],"{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Lad Allen""], ""Producers"": [""Lad Allen""], ""Starring"": [""Michael Behe""]}",B004VYVMQM,,,
Prime Video,Austin Found,3.4,29,"['IMDb 5.3', '1 h 44 min', '2017', '16+']","['A thirty-something wife and mother is bored of her mundane day-to-day. Hungry for fame and fortune, she hatches a scheme to make her family famous, but when she teams up with her ex-boyfriend, nothing goes as planned.']",None,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Drama']","{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Will Ra\u00e9e""], ""Producers"": [""Robert Ruggeri"", ""Dan Costanzo"", ""Gary Ousdahl"", ""Mary Pat Bentel""], ""Starring"": [""Linda Cardellini"", ""Skeet Ulrich""]}",B0728FHHYC,,,
Prime Video,Cry-Baby,4.7,11923,"['IMDb 6.5', '1 h 24 min', '1990', 'X-Ray', 'PG-13']","[""Clean-cut 'squares' face off against hoodlum 'drapes' in this hilarious send-up of 1950s teen flicks - juvenile delinquents, straight-faced craziness, and cool musical numbers. Directed by John Waters.""]",16.79,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Biting', 'Campy', 'Nostalgic']","{""Content advisory"": [""Violence"", ""smoking"", ""foul language"", ""sexual content""], ""Audio languages"": [""English"", ""English [Audio Description]""], ""Subtitles"": [""English [CC]""], ""Directors"": [""John Waters""], ""Producers"": [""Rachel Talalay""], ""Starring"": [""Johnny Depp"", ""Amy Locane"", ""Susan Tyrrell""]}",B009CG06FW,,,
Prime Video,RiffTrax: Baby Ghost,3.7,21,"['1 h 14 min', '2021', '13+']","['Baby Ghost, the spiritual successor to Rollergator.  This feature is a parody and contains the original movie combined with a comedic commentary by Mike, Kevin and Bill from MST3K.']",11.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Horror']","{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Michael J. Nelson""], ""Producers"": [""David G. Martin"", ""Michael J. Nelson"", ""David D. Martin""], ""Starring"": [""Michael J. Nelson"", ""Kevin Murphy"", ""Bill Corbett""]}",B09H5Q3GLQ,,,
Movies & TV,Legacy of Lies,4.0,2,[],['A famous orchestra director was killed by the mafia when he left a restaurant. The policeman in charge of the case discovers that there is more than just an assassination.'],None,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/5110H8KXH5L._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/5110H8KXH5L._AC_SR38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Format: VHS Tape,"['Movies & TV', 'Movies']","{""Package Dimensions"": ""7.32 x 4.19 x 1.12 inches; 6.13 Ounces"", ""Release date"": ""January 28, 1997"", ""Date First Available"": ""January 29, 2007"", ""Actors"": ""Ontkean, Landau, Wallach"", ""Studio"": ""Universal Studios Home Entertainment""}",630266263X,,,
Movies & TV,Bite Marks,4.1,123,[],"[""While backpacking across the country, bickering gay couple Cary and Vogel decide to speed up their trek by hitchhiking instead. That's when fate brings them Brewster, a sexually-confused trucker who picks the pair up on his way to delivering a shipment of coffins. After a few strokes of bad luck, the mismatched trio ends up lost and broken down in an abandoned junkyard. Though surviving a night of petty fights and sexual tension seems tough enough, the nightmare is only just getting started as strange noises in the back of the truck reveal the presence of five bloodthirsty vampires... Mark Bessenger's directorial debut puts a smart, sexually charged spin on a genre that's been all but sucked dry. With buckets of blood, biting humor, and horrific thrills that pay homage to bloodsucker classics, Bite Marks is a fast-paced, sharp-tongued horror comedy that pushes sexual boundaries.""]",24.99,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/51p-hKtDTGL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51p-hKtDTGL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Windham Beacham  (Actor),     David Alanson  (Actor),     Mark Bessenger  (Director)    &                   0                  more   Rated:    NR    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'LGBT']","{""Genre"": ""Gay & Lesbian"", ""Format"": ""Multiple Formats, Dolby, NTSC, Widescreen, Color"", ""Contributor"": ""Windham Beacham, Mark Bessenger, Benjamin Lutz, David Alanson"", ""Language"": ""English"", ""Runtime"": ""1 hour and 24 minutes"", ""MPAA rating"": ""NR (Not Rated)"", ""Product Dimensions"": ""7.5 x 5.5 x 0.5 inches; 3.2 Ounces"", ""Item model number"": ""22953585"", ""Director"": ""Mark Bessenger"", ""Media Format"": ""Multiple Formats, Dolby, NTSC, Widescreen, Color"", ""Run time"": ""1 hour and 24 minutes"", ""Release date"": ""November 15, 2011"", ""Actors"": ""Windham Beacham, David Alanson, Benjamin Lutz"", ""Studio"": ""Queer Culture Cinema"", ""Country of Origin"": ""USA"", ""Number of discs"": ""1""}",B005JZBPFU,,,
Movies & TV,Amityville Vampire,3.6,26,[],"['Utterly unaware that the eerily vacant house is imbued with the demonic force behind the brutal DeFeo Murders on 112 Ocean Avenue, an unsuspecting cleaning crew gets to work. However, before long, a long-dormant curse spreads death in the room, and an ancient evil escapes in the thick woods. Now, those unfortunate souls who wander in the forest fall prey to something wicked, thirsty for human blood. Who can escape from the fangs of the abominable Amityville vampire?']",9.99,"{'hi_res': ['https://m.media-amazon.com/images/I/814v62t+p+L._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51gS3R9LQFL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51gS3R9LQFL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Various  (Actor)    Format: DVD,"['Movies & TV', 'Genre for Featured Categories', 'Horror']","{""Genre"": ""Horror"", ""Format"": ""NTSC"", ""Contributor"": ""Various"", ""Language"": ""English"", ""Runtime"": ""1 hour and 32 minutes"", ""Package Dimensions"": ""7.48 x 5.35 x 0.71 inches; 2.57 Ounces"", ""Media Format"": ""NTSC"", ""Run time"": ""1 hour and 32 minutes"", ""Release date"": ""December 14, 2021"", ""Actors"": ""Various"", ""Studio"": ""Wild Eye Releasing"", ""Country of Origin"": ""USA"", ""Number of discs"": ""1""}",B094L79KGB,,,
Prime Video,Little White Lies,4.3,850,"['IMDb 7.1', '2 h 34 min', '2012', 'X-Ray', '13+']","['Little White Lies is a sparkling comedy-drama from Guillaume Canet. Starring Marion Cotillard, François Cluzet and Jean Dujardin, this story follows a circle of friends on their annual summer vacation after tragedy has struck one of their own. With its nostalgic soundtrack of classic hits, Little White Lies is a contemporary spin on The Big Chill. French language film with English subtitles.']",None,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Drama', 'Cerebral', 'Emotional']","{""Content advisory"": [""Violence"", ""substance use"", ""alcohol use"", ""smoking"", ""sexual content""], ""Subtitles"": [""None available""], ""Directors"": [""Guillaume Canet""], ""Producers"": [""Alain Attal"", ""Ga\u00ebtan David"", ""Andr\u00e9 Logie"", ""Hugo S\u00e9lignac""], ""Starring"": [""Fran\u00e7ois Cluzet"", ""Marion Cotillard"", ""Beno\u00eet Magimel""]}",B00BB8XEJY,,,
Movies & TV,"People, Places, Things",4.2,144,[],"['Product Description', ""From the moment graphic novelist Will Henry (Clement) walks in on his wife with another man, his life officially begins to suck. Exiled from Brooklyn and forced to see his adorable twin daughters only on weekends, he muddles through single fathering at his drafting table, illustrating his frustrations and loneliness. Clement's special brand of nerdy cluelessness is utterly charming and soulful in this understated comedy that revels in the awkwardness of breakups and pokes fun at an erudite New York where everyone's clumsily trying to create a new happy ending."", 'Review', ""Strouse has made a smart, genial film here that sees a modern family through modern turmoil. --The Film StageLight laughs, heartwarming moments, and a slightly snarky commentary make up the majority of James C. Strouse's adorable People, Places, Things. --Sound on Sight""]",None,"{'hi_res': [None, 'https://m.media-amazon.com/images/I/81SeFYQsfHL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/61QOZVbYGGL.jpg', 'https://m.media-amazon.com/images/I/51IL5sKZHOL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/61QOZVbYGGL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/51IL5sKZHOL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'BACK']}","{'title': [], 'url': [], 'user_id': []}","Jemaine Clement  (Actor),     Regina Hall  (Actor),     James C. Strouse  (Director)    &                   0                  more   Rated:    R    Format: DVD","['Movies & TV', 'Independently Distributed', 'Comedy']","{""Genre"": ""Comedy"", ""Format"": ""Multiple Formats, Widescreen, NTSC"", ""Contributor"": ""Regina Hall, Jemaine Clement, James C. Strouse, Jessica Williams"", ""Language"": ""English"", ""Runtime"": ""1 hour and 34 minutes"", ""MPAA rating"": ""R (Restricted)"", ""Product Dimensions"": ""0.7 x 7.5 x 5.4 inches; 2.72 Ounces"", ""Director"": ""James C. Strouse"", ""Media Format"": ""Multiple Formats, Widescreen, NTSC"", ""Run time"": ""1 hour and 34 minutes"", ""Release date"": ""October 6, 2015"", ""Actors"": ""Jemaine Clement, Regina Hall, Jessica Williams"", ""Studio"": ""Alchemy / Millennium"", ""Number of discs"": ""1""}",B00ZGPMB2E,,,
Prime Video,We're No Angels (1955),4.8,3036,"['IMDb 7.4', '1 h 45 min', '1955', 'X-Ray', '13+']","[""In Christmas, three prisoners - Joseph, Albert and Jules - escape from the Devil's Island to a small coastal town in France. They decide to rob a store to get some money and clothes and travel by ship to another place""]",12.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Romance', 'Cheerful', 'Gentle']","{""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Michael Curtiz""], ""Producers"": [""Pat Duggan""], ""Starring"": [""Humphrey Bogart"", ""Aldo Ray"", ""Peter Ustinov""]}",B0020R57SQ,,,
Prime Video,Cold Case Hammarskjöld,4.2,166,"['IMDb 7.5', '2 h 4 min', '2019', '13+']","['In 1961, UN secretary-general Dag Hammarskjöld’s plane mysteriously and fatally crashed on African soil. As director Mads Brügger begins to investigate the case with fresh eyes, he discovers something far more sinister than expected.']",12.99,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Historical', 'Documentary', 'Cerebral', 'Compelling']","{""Content advisory"": [""Violence"", ""alcohol use"", ""smoking"", ""foul language""], ""Audio languages"": [""English""], ""Subtitles"": [""English [CC]""], ""Directors"": [""Mads Br\u00fcgger""], ""Producers"": [""Peter Engel"", ""Bjarte M\u00f8rner Tveit"", ""Andreas Rocks\u00e9n"", ""Bram Crols""], ""Starring"": [""Mads Br\u00fcgger"", ""G\u00f6ran Bj\u00f6rkdahl""]}",B07WJJ713Q,,,
Movies & TV,History of Future Civilization,5.0,4,[],[],43.98,"{'hi_res': ['https://m.media-amazon.com/images/I/81UIvZHBMrL._SL1500_.jpg', 'https://m.media-amazon.com/images/I/81DJrxAXxuL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51Tr4psVLOL.jpg', 'https://m.media-amazon.com/images/I/614Y4oJX+pL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51Tr4psVLOL._SX38_SY50_CR,0,0,38,50_.jpg', 'https://m.media-amazon.com/images/I/614Y4oJX+pL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN', 'BACK']}","{'title': [], 'url': [], 'user_id': []}",Rated:    NR    Format: DVD,"['Movies & TV', 'Movies']","{""Genre"": ""Rock, Music Video & Concerts"", ""Format"": ""NTSC"", ""Contributor"": ""The Consortium of Genius"", ""Number Of Discs"": ""1"", ""Runtime"": ""2 hours and 40 minutes"", ""MPAA rating"": ""NR (Not Rated)"", ""Package Dimensions"": ""7.1 x 5.42 x 0.58 inches; 3.54 Ounces"", ""Media Format"": ""NTSC"", ""Run time"": ""2 hours and 40 minutes"", ""Release date"": ""November 11, 2003"", ""Actors"": ""The Consortium of Genius"", ""Studio"": ""CD Baby"", ""Number of discs"": ""1""}",B0002LUFCU,,,
Movies & TV,Fit Chic: Fashion Your Body with Pilates,3.1,16,[],['Fit Chic Fashion Your'],19.79,"{'hi_res': [None], 'large': ['https://m.media-amazon.com/images/I/31EA7MJFDVL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/31EA7MJFDVL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}","Gabriel, Niedra  (Actor),     Lenz, Jenny  (Director)    Rated:    Unrated    Format: DVD","['Movies & TV', 'Genre for Featured Categories', 'Exercise & Fitness']","{""Genre"": ""Exercise & Fitness"", ""Format"": ""Multiple Formats, Color, NTSC"", ""Contributor"": ""Lenz, Jenny, Gabriel, Niedra"", ""Language"": ""Unqualified"", ""Number Of Discs"": ""1"", ""MPAA rating"": ""Unrated (Not Rated)"", ""Package Dimensions"": ""7.1 x 5.42 x 0.58 inches; 2.93 Ounces"", ""Director"": ""Lenz, Jenny"", ""Media Format"": ""Multiple Formats, Color, NTSC"", ""Run time"": ""1 hour"", ""Release date"": ""September 24, 2002"", ""Actors"": ""Gabriel, Niedra"", ""Studio"": ""Terra"", ""Number of discs"": ""1""}",B00006OPKF,,,
Movies & TV,Intolerance,4.6,134,[],"['In this cinematic milestone, director D.W. Griffith utilized enormous sets and thousands of extras in order to stage his cinematic exploration of Intolerance and its terrible effects throughout history from Ancient Babylon and Biblical Judea to Medieval Paris and Modern America.']",26.25,"{'hi_res': ['https://m.media-amazon.com/images/I/714t2kAsrCL._SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51OZq7mqbkL.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51OZq7mqbkL._SX38_SY50_CR,0,0,38,50_.jpg'], 'variant': ['MAIN']}","{'title': ['Intolerance [Blu-ray]'], 'url': ['https://www.amazon.com/vdp/43791f989045420cb18d0dffbab9945f?ref=dp_vse_rvc_0'], 'user_id': ['']}","Lillian Gish  (Actor),     Mae Marsh  (Actor),     D.W. Griffith  (Director, Producer, Writer)    &                   0                  more   Rated:    NR    Format: DVD","['Movies & TV', 'Classics', 'Silent Films']","{""Genre"": ""Drama, DVD Movie, Blu-ray Movie"", ""Format"": ""Multiple Formats, Black & White, Dolby, NTSC, Silent"", ""Contributor"": ""Robert Harron, Constance Talmadge, Mae Marsh, Lillian Gish, D.W. Griffith"", ""Language"": ""English (Dolby Digital 5.1)"", ""Runtime"": ""3 hours and 17 minutes"", ""Aspect Ratio"": ""1.33:1"", ""MPAA rating"": ""NR (Not Rated)"", ""Product Dimensions"": ""7.5 x 5.5 x 0.5 inches; 2.93 Ounces"", ""Item model number"": ""CHMD7585DVD"", ""Director"": ""D.W. Griffith"", ""Media Format"": ""Multiple Formats, Black & White, Dolby, NTSC, Silent"", ""Run time"": ""3 hours and 17 minutes"", ""Release date"": ""November 5, 2013"", ""Actors"": ""Lillian Gish, Mae Marsh, Robert Harron, Constance Talmadge"", ""Producers"": ""D.W. Griffith"", ""Studio"": ""Cohen Media Group"", ""Writers"": ""D.W. Griffith"", ""Country of Origin"": ""USA"", ""Number of discs"": ""2""}",B00EVU3SYA,,,
Prime Video,The Pick-up Artist,4.5,152,"['1 h 21 min', '1987', 'PG-13']","[""A slick ladies man with a gift for pick-up lines finally finds true love. But she's busy trying to bail her alcoholic dad out of debt to a mobster - who will forget the money if she will sleep with him. With Dennis Hopper.""]",None,"{'hi_res': [None], 'large': [None], 'thumb': [None], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",,"['Comedy', 'Romance', 'Passionate']","{""Subtitles"": [""None available""], ""Directors"": [""James Toback""], ""Producers"": [""David Macleod""], ""Starring"": [""Molly Ringwald"", ""Robert Downey Jr."", ""Dennis Hopper""]}",B0184MMVI4,,,
Movies & TV,Tae-bo Live: Basic Workout,3.6,6,[],[],None,"{'hi_res': ['https://m.media-amazon.com/images/I/91AcTTsJW9L._AC_SL1500_.jpg'], 'large': ['https://m.media-amazon.com/images/I/51SuHSmi59L._AC_.jpg'], 'thumb': ['https://m.media-amazon.com/images/I/51SuHSmi59L._AC_SR38,50_.jpg'], 'variant': ['MAIN']}","{'title': [], 'url': [], 'user_id': []}",Billy Blanks  (Actor)    Format: VHS Tape,"['Movies & TV', 'Movies']","{""Language"": ""English"", ""Package Dimensions"": ""7.32 x 4.19 x 1.12 inches; 6.13 Ounces"", ""Date First Available"": ""March 14, 2004"", ""Actors"": ""Billy Blanks""}",B0001W7M1M,,,
